image_name,outcome,center_x,center_y,normalized_width,normalized_height,normalized_area,area_percentage,original_width_px,original_height_px,original_area_px,input_width_px,input_height_px,input_area_px,coco_size,size_bin
frame_000091.jpg,FN,0.467957,0.009188,0.01112875,0.01787636,0.0001989416,0.019894,26.041,19.306,502.765,14.245,10.561,150.437,small,Q2
frame_000548.jpg,FN,0.582722,0.455177,0.00929262,0.02150962,0.0001998807,0.019988,21.745,23.23,505.139,11.895,12.707,151.147,small,Q2
frame_000553.jpg,FN,0.582436,0.436675,0.01049421,0.01912012,0.0002006505,0.020065,24.556,20.65,507.084,13.433,11.296,151.729,small,Q3
frame_000216.jpg,TP,0.584965,0.099017,0.00943906,0.02130342,0.0002010842,0.020108,22.087,23.008,508.18,12.082,12.585,152.057,small,Q3
frame_000586.jpg,FN,0.573802,0.496407,0.00970761,0.02103316,0.0002041818,0.020418,22.716,22.716,516.008,12.426,12.426,154.399,small,Q3
frame_000507.jpg,FN,0.600717,0.351936,0.00965862,0.02117689,0.0002045397,0.020454,22.601,22.871,516.913,12.363,12.511,154.67,small,Q3
frame_000461.jpg,FN,0.607836,0.380808,0.00942254,0.0221978,0.0002091596,0.020916,22.049,23.974,528.588,12.061,13.114,158.163,small,Q3
frame_000212.jpg,TP,0.581149,0.0903,0.00987284,0.02131558,0.0002104454,0.021045,23.102,23.021,531.837,12.637,12.593,159.136,small,Q3
frame_000116.jpg,FN,0.467066,0.008912,0.01184548,0.01782305,0.0002111225,0.021112,27.718,19.249,533.549,15.162,10.529,159.648,small,Q3
frame_000204.jpg,TP,0.573064,0.086922,0.00974725,0.02203365,0.0002147676,0.021477,22.809,23.796,542.761,12.476,13.017,162.404,small,Q3
frame_000208.jpg,TP,0.576977,0.085956,0.01018682,0.02108881,0.000214828,0.021483,23.837,22.776,542.913,13.039,12.459,162.45,small,Q3
frame_000594.jpg,FN,0.571972,0.47938,0.0100949,0.02187229,0.0002207986,0.02208,23.622,23.622,558.002,12.921,12.921,166.964,small,Q3
frame_000565.jpg,FN,0.579741,0.42202,0.01034886,0.02173472,0.0002249296,0.022493,24.216,23.474,568.442,13.247,12.84,170.088,small,Q3
frame_000195.jpg,TP,0.56309,0.107925,0.01032637,0.02184469,0.0002255762,0.022558,24.164,23.592,570.076,13.218,12.905,170.577,small,Q3
frame_000199.jpg,TP,0.567445,0.094879,0.01026186,0.02203282,0.0002260978,0.02261,24.013,23.795,571.394,13.135,13.016,170.972,small,Q3
frame_000602.jpg,FN,0.569465,0.476541,0.01090884,0.02113908,0.0002306029,0.02306,25.527,22.83,582.78,13.963,12.488,174.378,small,Q3
frame_000179.jpg,TP,0.54275,0.22267,0.01005302,0.02307551,0.0002319787,0.023198,23.524,24.922,586.256,12.868,13.632,175.419,small,Q3
frame_000607.jpg,FN,0.569144,0.484054,0.01083863,0.02148979,0.0002329198,0.023292,25.362,23.209,588.635,13.873,12.696,176.13,small,Q3
frame_000191.jpg,TP,0.558321,0.126969,0.01021543,0.02286511,0.0002335769,0.023358,23.904,24.694,590.296,13.076,13.508,176.627,small,Q3
frame_000187.jpg,TP,0.553291,0.152673,0.01028183,0.02398157,0.0002465744,0.024657,24.059,25.9,623.143,13.161,14.168,186.456,small,Q3
frame_000158.jpg,TP,0.511599,0.485341,0.01102287,0.02245705,0.0002475412,0.024754,25.794,24.254,625.586,14.109,13.267,187.187,small,Q3
frame_000162.jpg,FN,0.519342,0.485297,0.01192329,0.02095407,0.0002498414,0.024984,27.9,22.63,631.399,15.262,12.379,188.926,small,Q3
frame_000590.jpg,FN,0.572695,0.486763,0.01098567,0.0228868,0.0002514267,0.025143,25.706,24.718,635.406,14.062,13.521,190.125,small,Q3
frame_000183.jpg,TP,0.548135,0.184456,0.01050657,0.02605104,0.0002737071,0.027371,24.585,28.135,691.713,13.448,15.39,206.973,small,Q3
frame_000174.jpg,TP,0.535845,0.284567,0.01066809,0.02588791,0.0002761747,0.027617,24.963,27.959,697.949,13.655,15.294,208.839,small,Q3
frame_000619.jpg,FN,0.566177,0.53433,0.01166171,0.02380227,0.0002775751,0.027758,27.288,25.706,701.488,14.927,14.062,209.898,small,Q3
frame_000066.jpg,FN,0.469849,0.199367,0.01067344,0.02621904,0.0002798473,0.027985,24.976,28.317,707.23,13.662,15.489,211.616,small,Q3
frame_000154.jpg,FN,0.500782,0.413906,0.01053747,0.02695553,0.0002840431,0.028404,24.658,29.112,717.834,13.488,15.924,214.789,small,Q3
frame_000058.jpg,FN,0.47062,0.297455,0.01062449,0.02700523,0.0002869167,0.028692,24.861,29.166,725.096,13.599,15.954,216.962,small,Q4_largest
frame_000075.jpg,TP,0.468535,0.108906,0.01047081,0.02766679,0.0002896938,0.028969,24.502,29.88,732.114,13.403,16.345,219.062,small,Q4_largest
frame_000087.jpg,FN,0.468146,0.022636,0.0111441,0.02615769,0.000291504,0.02915,26.077,28.25,736.689,14.264,15.453,220.431,small,Q4_largest
frame_000079.jpg,FN,0.468153,0.07516,0.01095837,0.02716375,0.0002976704,0.029767,25.643,29.337,752.273,14.027,16.048,225.094,small,Q4_largest
frame_000083.jpg,FN,0.468239,0.046384,0.01097525,0.02743813,0.0003011405,0.030114,25.682,29.633,761.042,14.048,16.21,227.718,small,Q4_largest
frame_000071.jpg,TP,0.469084,0.146954,0.01108374,0.02766679,0.0003066514,0.030665,25.936,29.88,774.97,14.187,16.345,231.885,small,Q4_largest
frame_000054.jpg,FN,0.471856,0.35405,0.01143362,0.02691536,0.0003077399,0.030774,26.755,29.069,777.72,14.635,15.901,232.708,small,Q4_largest
frame_000037.jpg,TP,0.521521,0.240542,0.01260854,0.02640789,0.0003329649,0.033296,29.504,28.521,841.469,16.139,15.601,251.783,small,Q4_largest
frame_000046.jpg,TP,0.493574,0.294617,0.01225851,0.02736497,0.0003354538,0.033545,28.685,29.554,847.759,15.691,16.166,253.665,small,Q4_largest
frame_000145.jpg,FN,0.468618,0.262909,0.01176322,0.02887335,0.0003396434,0.033964,27.526,31.183,858.347,15.057,17.057,256.833,small,Q4_largest
frame_000129.jpg,FN,0.467757,0.085457,0.01196513,0.029165,0.0003489629,0.034896,27.998,31.498,881.899,15.315,17.23,263.88,small,Q4_largest
frame_000125.jpg,FN,0.467914,0.053483,0.01174512,0.02976094,0.0003495457,0.034955,27.484,32.142,883.372,15.034,17.582,264.321,small,Q4_largest
frame_000141.jpg,TP,0.468304,0.21021,0.01267843,0.02778567,0.0003522786,0.035228,29.668,30.009,890.279,16.228,16.415,266.388,small,Q4_largest
frame_000120.jpg,TP,0.467412,0.022389,0.01237303,0.02857581,0.0003535693,0.035357,28.953,30.862,893.54,15.837,16.882,267.364,small,Q4_largest
frame_000133.jpg,TP,0.467913,0.122229,0.01169319,0.03152176,0.0003685901,0.036859,27.362,34.044,931.501,14.967,18.622,278.722,small,Q4_largest
frame_000029.jpg,TP,0.549729,0.21397,0.01373299,0.02760387,0.0003790838,0.037908,32.135,29.812,958.021,17.578,16.308,286.657,small,Q4_largest
frame_000042.jpg,TP,0.505783,0.267093,0.01278093,0.02975419,0.0003802862,0.038029,29.907,32.135,961.059,16.36,17.578,287.567,small,Q4_largest
frame_000137.jpg,TP,0.468059,0.164088,0.01202356,0.03177254,0.000382019,0.038202,28.135,34.314,965.438,15.39,18.77,288.877,small,Q4_largest
frame_000033.jpg,TP,0.534899,0.225375,0.0139887,0.02998295,0.0004194226,0.041942,32.734,32.382,1059.965,17.906,17.713,317.161,small,Q4_largest
frame_000025.jpg,TP,0.56486,0.207786,0.01417143,0.0301799,0.0004276925,0.042769,33.161,32.594,1080.864,18.139,17.829,323.414,small,Q4_largest
frame_000021.jpg,TP,0.580305,0.207128,0.01477705,0.03070477,0.0004537259,0.045373,34.578,33.161,1146.656,18.915,18.139,343.101,small,Q4_largest
frame_000000.jpg,FN,0.67475,0.320868,0.01641464,0.02794397,0.0004586901,0.045869,38.41,30.179,1159.202,21.011,16.508,346.854,small,Q4_largest
frame_000017.jpg,TP,0.597052,0.214147,0.01418694,0.03248486,0.0004608607,0.046086,33.197,35.084,1164.687,18.159,19.191,348.496,small,Q4_largest
frame_000008.jpg,FN,0.638873,0.259653,0.01526154,0.03175451,0.0004846228,0.048462,35.712,34.295,1224.739,19.535,18.76,366.464,small,Q4_largest
frame_000004.jpg,FN,0.659752,0.295852,0.01539398,0.03471499,0.0005344017,0.05344,36.022,37.492,1350.54,19.704,20.509,404.106,small,Q4_largest
frame_000012.jpg,TP,0.619122,0.233511,0.01578297,0.03419643,0.0005397211,0.053972,36.932,36.932,1363.983,20.202,20.202,408.129,small,Q4_largest
