split,match_name,rally_id,file_name,relative_path,local_frame_index,source_video,source_frame_index,source_time_seconds,requested_start_second,requested_end_second_inclusive,normalized_label_path,visibility,x_pixel,y_pixel
train,match04,2,match04_r02_frame_000043.png,train/match04/rally_02/images/match04_r02_frame_000043.png,43,match04.mp4,1495,63.963569,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000043.txt,1,771,203
train,match04,2,match04_r02_frame_000044.png,train/match04/rally_02/images/match04_r02_frame_000044.png,44,match04.mp4,1496,64.006354,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000044.txt,1,767,192
train,match04,2,match04_r02_frame_000045.png,train/match04/rally_02/images/match04_r02_frame_000045.png,45,match04.mp4,1497,64.049139,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000045.txt,1,758,175
train,match04,2,match04_r02_frame_000046.png,train/match04/rally_02/images/match04_r02_frame_000046.png,46,match04.mp4,1498,64.091924,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000046.txt,1,754,169
train,match04,2,match04_r02_frame_000047.png,train/match04/rally_02/images/match04_r02_frame_000047.png,47,match04.mp4,1499,64.134709,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000047.txt,1,748,165
train,match04,2,match04_r02_frame_000048.png,train/match04/rally_02/images/match04_r02_frame_000048.png,48,match04.mp4,1500,64.177494,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000048.txt,1,744,163
train,match04,2,match04_r02_frame_000049.png,train/match04/rally_02/images/match04_r02_frame_000049.png,49,match04.mp4,1501,64.220279,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000049.txt,1,739,164
train,match04,2,match04_r02_frame_000050.png,train/match04/rally_02/images/match04_r02_frame_000050.png,50,match04.mp4,1502,64.263064,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000050.txt,1,735,166
train,match04,2,match04_r02_frame_000051.png,train/match04/rally_02/images/match04_r02_frame_000051.png,51,match04.mp4,1503,64.305849,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000051.txt,1,730,168
train,match04,2,match04_r02_frame_000052.png,train/match04/rally_02/images/match04_r02_frame_000052.png,52,match04.mp4,1504,64.348634,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000052.txt,1,726,173
train,match04,2,match04_r02_frame_000053.png,train/match04/rally_02/images/match04_r02_frame_000053.png,53,match04.mp4,1505,64.391419,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000053.txt,1,726,173
train,match04,2,match04_r02_frame_000054.png,train/match04/rally_02/images/match04_r02_frame_000054.png,54,match04.mp4,1506,64.434204,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000054.txt,1,722,179
train,match04,2,match04_r02_frame_000055.png,train/match04/rally_02/images/match04_r02_frame_000055.png,55,match04.mp4,1507,64.476989,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000055.txt,1,716,193
train,match04,2,match04_r02_frame_000056.png,train/match04/rally_02/images/match04_r02_frame_000056.png,56,match04.mp4,1508,64.519774,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000056.txt,1,713,202
train,match04,2,match04_r02_frame_000057.png,train/match04/rally_02/images/match04_r02_frame_000057.png,57,match04.mp4,1509,64.562559,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000057.txt,1,710,211
train,match04,2,match04_r02_frame_000058.png,train/match04/rally_02/images/match04_r02_frame_000058.png,58,match04.mp4,1510,64.605344,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000058.txt,1,707,220
train,match04,2,match04_r02_frame_000059.png,train/match04/rally_02/images/match04_r02_frame_000059.png,59,match04.mp4,1511,64.648129,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000059.txt,1,704,233
train,match04,2,match04_r02_frame_000060.png,train/match04/rally_02/images/match04_r02_frame_000060.png,60,match04.mp4,1512,64.690914,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000060.txt,1,702,245
train,match04,2,match04_r02_frame_000061.png,train/match04/rally_02/images/match04_r02_frame_000061.png,61,match04.mp4,1513,64.733699,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000061.txt,1,699,259
train,match04,2,match04_r02_frame_000062.png,train/match04/rally_02/images/match04_r02_frame_000062.png,62,match04.mp4,1514,64.776484,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000062.txt,1,696,275
train,match04,2,match04_r02_frame_000063.png,train/match04/rally_02/images/match04_r02_frame_000063.png,63,match04.mp4,1515,64.819269,61.0,66.0,train/match04/rally_02/labels/match04_r02_frame_000063.txt,1,693,291
