"file_name","frame_index","time_seconds","source_frame_index","source_time_seconds","rally_id","rally_sample_number","rally_start_second","rally_end_second"
"frame_000099.png","99","4.1195417061611375","627","26.090430805687202","1","28","22.0","31.0"
"frame_000103.png","103","4.2859878357030015","631","26.256876935229066","1","29","22.0","31.0"
"frame_000106.png","106","4.4108224328593995","634","26.381711532385463","1","30","22.0","31.0"
"frame_000110.png","110","4.5772685624012635","638","26.548157661927327","1","31","22.0","31.0"
"frame_000113.png","113","4.7021031595576614","641","26.672992259083728","1","32","22.0","31.0"
"frame_000117.png","117","4.8685492890995254","645","26.83943838862559","1","33","22.0","31.0"
"frame_000121.png","121","5.03499541864139","649","27.005884518167456","1","34","22.0","31.0"
"frame_000124.png","124","5.159830015797788","652","27.130719115323853","1","35","22.0","31.0"
"frame_000128.png","128","5.326276145339652","656","27.297165244865717","1","36","22.0","31.0"
"frame_000132.png","132","5.492722274881516","660","27.46361137440758","1","37","22.0","31.0"
"frame_000135.png","135","5.617556872037914","663","27.588445971563978","1","38","22.0","31.0"
"frame_000139.png","139","5.784003001579778","667","27.754892101105842","1","39","22.0","31.0"
"frame_000143.png","143","5.950449131121642","671","27.92133823064771","1","40","22.0","31.0"
"frame_000146.png","146","6.07528372827804","674","28.046172827804106","1","41","22.0","31.0"
"frame_000150.png","150","6.241729857819905","678","28.21261895734597","1","42","22.0","31.0"
"frame_000154.png","154","6.408175987361769","682","28.379065086887834","1","43","22.0","31.0"
"frame_000157.png","157","6.533010584518167","685","28.50389968404423","1","44","22.0","31.0"
"frame_000161.png","161","6.699456714060031","689","28.670345813586096","1","45","22.0","31.0"
"frame_000165.png","165","6.865902843601895","693","28.83679194312796","1","46","22.0","31.0"
"frame_000168.png","168","6.990737440758293","696","28.961626540284357","1","47","22.0","31.0"
"frame_000172.png","172","7.157183570300157","700","29.128072669826224","1","48","22.0","31.0"
"frame_000176.png","176","7.323629699842022","704","29.29451879936809","1","49","22.0","31.0"
"frame_000179.png","179","7.44846429699842","707","29.419353396524485","1","50","22.0","31.0"
"frame_000183.png","183","7.614910426540284","711","29.58579952606635","1","51","22.0","31.0"
"frame_000187.png","187","7.781356556082148","715","29.752245655608213","1","52","22.0","31.0"
"frame_000190.png","190","7.906191153238546","718","29.87708025276461","1","53","22.0","31.0"
"frame_000194.png","194","8.072637282780411","722","30.043526382306474","1","54","22.0","31.0"
"frame_000198.png","198","8.239083412322275","726","30.20997251184834","1","55","22.0","31.0"
"frame_000201.png","201","8.363918009478672","729","30.33480710900474","1","56","22.0","31.0"
"frame_000205.png","205","8.530364139020536","733","30.501253238546603","1","57","22.0","31.0"
"frame_000209.png","209","8.6968102685624","737","30.667699368088467","1","58","22.0","31.0"
"frame_000212.png","212","8.821644865718799","740","30.792533965244864","1","59","22.0","31.0"
"frame_000216.png","216","8.988090995260663","744","30.958980094786728","1","60","22.0","31.0"
"frame_000385.png","385","16.02043996840442","913","37.99132906793049","2","1","38.0","43.0"
"frame_000389.png","389","16.186886097946285","917","38.157775197472354","2","2","38.0","43.0"
"frame_000393.png","393","16.35333222748815","921","38.324221327014214","2","3","38.0","43.0"
"frame_000396.png","396","16.47816682464455","924","38.449055924170615","2","4","38.0","43.0"
"frame_000400.png","400","16.644612954186414","928","38.615502053712476","2","5","38.0","43.0"
"frame_000404.png","404","16.811059083728278","932","38.78194818325434","2","6","38.0","43.0"
"frame_000407.png","407","16.935893680884675","935","38.90678278041074","2","7","38.0","43.0"
"frame_000411.png","411","17.10233981042654","939","39.073228909952604","2","8","38.0","43.0"
"frame_000415.png","415","17.268785939968403","943","39.23967503949447","2","9","38.0","43.0"
"frame_000419.png","419","17.435232069510267","947","39.40612116903633","2","10","38.0","43.0"
"frame_000423.png","423","17.60167819905213","951","39.5725672985782","2","11","38.0","43.0"
"frame_000426.png","426","17.726512796208528","954","39.69740189573459","2","12","38.0","43.0"
"frame_000430.png","430","17.892958925750396","958","39.86384802527646","2","13","38.0","43.0"
"frame_000434.png","434","18.05940505529226","962","40.03029415481832","2","14","38.0","43.0"
"frame_000437.png","437","18.184239652448657","965","40.15512875197472","2","15","38.0","43.0"
"frame_000441.png","441","18.35068578199052","969","40.32157488151658","2","16","38.0","43.0"
"frame_000445.png","445","18.517131911532385","973","40.48802101105845","2","17","38.0","43.0"
"frame_000460.png","460","19.141304897314374","988","41.11219399684044","2","21","38.0","43.0"
"frame_000467.png","467","19.43258562401264","995","41.4034747235387","2","23","38.0","43.0"
"frame_000471.png","471","19.599031753554502","999","41.56992085308057","2","24","38.0","43.0"
"frame_000475.png","475","19.765477883096366","1003","41.73636698262243","2","25","38.0","43.0"
"frame_000479.png","479","19.93192401263823","1007","41.902813112164296","2","26","38.0","43.0"
"frame_000483.png","483","20.098370142180094","1011","42.069259241706156","2","27","38.0","43.0"
"frame_000486.png","486","20.22320473933649","1014","42.19409383886256","2","28","38.0","43.0"
"frame_000490.png","490","20.389650868878356","1018","42.360539968404424","2","29","38.0","43.0"
"frame_000494.png","494","20.55609699842022","1022","42.526986097946285","2","30","38.0","43.0"
"frame_000497.png","497","20.680931595576617","1025","42.651820695102685","2","31","38.0","43.0"
"frame_000501.png","501","20.84737772511848","1029","42.818266824644546","2","32","38.0","43.0"
"frame_000505.png","505","21.013823854660345","1033","42.98471295418641","2","33","38.0","43.0"
"frame_000745.png","745","31.000591627172195","1273","52.97148072669826","3","1","53.0","57.0"
"frame_000749.png","749","31.16703775671406","1277","53.13792685624012","3","2","53.0","57.0"
"frame_000752.png","752","31.291872353870456","1280","53.26276145339652","3","3","53.0","57.0"
"frame_000756.png","756","31.45831848341232","1284","53.42920758293838","3","4","53.0","57.0"
"frame_000760.png","760","31.624764612954184","1288","53.59565371248025","3","5","53.0","57.0"
"frame_000763.png","763","31.74959921011058","1291","53.72048830963665","3","6","53.0","57.0"
"frame_000767.png","767","31.916045339652445","1295","53.88693443917851","3","7","53.0","57.0"
"frame_000771.png","771","32.08249146919431","1299","54.05338056872038","3","8","53.0","57.0"
"frame_000775.png","775","32.24893759873618","1303","54.21982669826224","3","9","53.0","57.0"
"frame_000778.png","778","32.37377219589257","1306","54.34466129541864","3","10","53.0","57.0"
"frame_000782.png","782","32.54021832543444","1310","54.5111074249605","3","11","53.0","57.0"
"frame_000786.png","786","32.7066644549763","1314","54.67755355450237","3","12","53.0","57.0"
"frame_000789.png","789","32.8314990521327","1317","54.80238815165877","3","13","53.0","57.0"
"frame_000793.png","793","32.99794518167457","1321","54.96883428120063","3","14","53.0","57.0"
"frame_000797.png","797","33.16439131121643","1325","55.135280410742496","3","15","53.0","57.0"
"frame_000800.png","800","33.28922590837283","1328","55.26011500789889","3","16","53.0","57.0"
"frame_000804.png","804","33.45567203791469","1332","55.42656113744076","3","17","53.0","57.0"
"frame_000808.png","808","33.622118167456556","1336","55.59300726698262","3","18","53.0","57.0"
"frame_000811.png","811","33.74695276461295","1339","55.71784186413902","3","19","53.0","57.0"
"frame_000815.png","815","33.91339889415482","1343","55.88428799368088","3","20","53.0","57.0"
"frame_000819.png","819","34.07984502369668","1347","56.050734123222746","3","21","53.0","57.0"
"frame_000830.png","830","34.537571879936806","1358","56.508460979462875","3","24","53.0","57.0"
"frame_000834.png","834","34.70401800947867","1362","56.674907109004735","3","25","53.0","57.0"
"frame_000841.png","841","34.995298736176935","1369","56.966187835702996","3","27","53.0","57.0"
